fecha;hora;tmed;tmax;tmin;hrmed;hrmax;hrmin;radmed;radmax;vvmed;vvmax;dvmed;prec;dewpt;dpv
27/07/20;11:00:00;  36.7; 37.7;  35.8;  22.9; 25.3;  20.7;  928.3; 1014.0;    1.8;    4.3;   46.2;   0.0;  12.1;   4.8
27/07/20;12:00:00;  36.7; 37.8;  35.5;  21.8; 24.0;  19.8;  830.5; 1197.0;    2.2;    5.2;   48.6;   0.0;  11.4;   4.8
27/07/20;13:00:00;  36.7; 37.6;  35.5;  20.6; 23.3;  17.8;  713.3; 1023.0;    2.2;    5.9;   45.5;   0.0;  10.5;   4.9
27/07/20;14:00:00;  36.4; 37.8;  35.6;  18.5; 20.0;  15.5;  479.8;  984.0;    1.4;    4.4;   80.6;   0.0;   8.7;   5.0
27/07/20;15:00:00;  36.2; 36.8;  35.5;  17.9; 19.8;  16.6;  571.8;  842.0;    1.7;    4.8;   55.2;   0.0;   8.0;   4.9
27/07/20;16:00:00;  35.8; 36.7;  34.6;  19.9; 22.5;  17.8;  475.3;  616.6;    1.4;    3.9;   58.3;   0.0;   9.2;   4.7
27/07/20;17:00:00;  33.8; 34.9;  32.7;  22.5; 25.3;  21.1;  218.7;  365.2;    1.6;    4.3;   49.9;   0.0;   9.5;   4.1
27/07/20;18:00:00;  31.6; 32.9;  29.8;  33.0; 44.1;  24.9;   75.1;  120.3;    1.1;    3.7;   27.1;   0.0;  13.1;   3.1
27/07/20;19:00:00;  28.6; 29.8;  27.8;  48.9; 51.5;  44.0;    3.1;   23.6;    0.6;    2.4;   40.5;   0.0;  16.9;   2.0
27/07/20;20:00:00;  27.3; 28.2;  26.4;  52.5; 54.1;  50.9;    0.0;    0.0;    0.4;    1.2;  122.0;   0.0;  16.7;   1.7
27/07/20;21:00:00;  26.6; 26.9;  26.1;  50.1; 54.5;  45.9;    0.0;    0.0;    0.5;    1.5;  194.6;   0.0;  15.4;   1.7
27/07/20;22:00:00;  25.6; 26.3;  25.2;  49.6; 51.3;  47.3;    0.0;    0.0;    0.3;    1.1;  177.3;   0.0;  14.3;   1.7
27/07/20;23:00:00;  24.7; 25.3;  24.3;  52.9; 55.6;  50.3;    0.0;    0.0;    0.4;    1.3;  188.8;   0.0;  14.4;   1.5
28/07/20;00:00:00;  24.0; 24.6;  23.5;  56.2; 58.5;  54.9;    0.0;    0.0;    0.3;    1.1;  173.3;   0.0;  14.8;   1.3
28/07/20;01:00:00;  23.3; 23.9;  22.8;  55.3; 59.6;  52.9;    0.0;    0.0;    0.4;    1.2;  189.1;   0.0;  13.9;   1.3
28/07/20;02:00:00;  22.8; 23.1;  22.4;  54.5; 57.9;  52.0;    0.0;    0.0;    0.4;    1.1;  192.7;   0.0;  13.1;   1.3
28/07/20;03:00:00;  22.3; 22.8;  22.0;  61.6; 63.6;  57.7;    0.0;    0.0;    0.2;    0.8;  176.9;   0.0;  14.6;   1.0
28/07/20;04:00:00;  21.4; 22.2;  20.8;  65.0; 66.9;  62.2;    0.0;    0.0;    0.0;    0.4;  153.0;   0.0;  14.5;   0.9
28/07/20;05:00:00;  21.5; 22.7;  20.8;  57.5; 63.3;  53.0;   33.6;   92.5;    0.1;    0.5;  193.2;   0.0;  12.7;   1.1
28/07/20;06:00:00;  25.1; 26.7;  22.6;  52.0; 57.0;  45.9;  183.0;  279.6;    0.2;    1.1;   45.8;   0.0;  14.5;   1.5
28/07/20;07:00:00;  28.1; 29.9;  26.4;  37.6; 47.0;  29.2;  384.1;  490.2;    0.3;    1.2;  329.0;   0.0;  12.2;   2.4
28/07/20;08:00:00;  31.5; 33.0;  29.8;  26.3; 31.3;  22.5;  585.2;  672.8;    0.6;    1.8;   40.7;   0.0;   9.8;   3.4
28/07/20;09:00:00;  34.2; 35.3;  32.8;  22.1; 24.6;  20.1;  746.5;  819.0;    1.0;    2.9;   27.6;   0.0;   9.5;   4.2
28/07/20;10:00:00;  35.1; 35.9;  34.2;  28.4; 30.8;  23.4;  866.3;  920.0;    2.0;    5.2;   36.4;   0.0;  14.0;   4.1
28/07/20;11:00:00;  34.9; 35.6;  34.3;  28.0; 30.3;  25.5;  936.5;  948.0;    2.1;    4.5;   61.1;   0.0;  13.7;   4.0
28/07/20;12:00:00;  35.8; 36.5;  35.1;  27.2; 29.7;  24.5;  942.3;  950.0;    2.0;    4.9;   53.1;   0.0;  14.0;   4.3
28/07/20;13:00:00;  36.1; 36.7;  35.2;  30.0; 31.9;  27.9;  894.5;  930.0;    1.9;    4.8;   42.9;   0.0;  15.8;   4.2
28/07/20;14:00:00;  35.8; 36.4;  35.3;  30.2; 32.2;  28.5;  795.2;  849.0;    2.2;    5.2;   51.3;   0.0;  15.7;   4.1
28/07/20;15:00:00;  35.2; 35.9;  34.7;  30.7; 32.2;  29.3;  662.2;  734.8;    2.2;    5.3;   57.4;   0.0;  15.4;   3.9
28/07/20;16:00:00;  34.4; 35.1;  33.5;  31.2; 33.8;  29.0;  475.3;  575.8;    2.2;    5.1;   53.9;   0.0;  14.9;   3.7
28/07/20;17:00:00;  32.8; 33.6;  31.8;  34.6; 39.3;  32.1;  263.4;  371.7;    1.9;    4.4;   58.4;   0.0;  15.1;   3.3
28/07/20;18:00:00;  30.8; 32.0;  29.7;  44.8; 50.9;  36.9;   79.4;  161.2;    1.4;    3.5;   59.2;   0.0;  17.4;   2.5
28/07/20;19:00:00;  28.9; 29.7;  28.2;  53.4; 56.5;  50.3;    2.4;   15.1;    1.4;    3.5;   64.6;   0.0;  18.5;   1.9
28/07/20;20:00:00;  27.7; 28.3;  27.1;  60.3; 64.0;  56.4;    0.0;    0.0;    1.2;    2.9;   66.2;   0.0;  19.3;   1.5
28/07/20;21:00:00;  26.7; 27.2;  26.1;  67.9; 71.8;  63.6;    0.0;    0.0;    1.2;    3.2;   66.5;   0.0;  20.3;   1.1
28/07/20;22:00:00;  26.0; 26.3;  25.8;  72.8; 73.7;  71.5;    0.0;    0.0;    0.7;    2.7;   82.4;   0.0;  20.7;   0.9
28/07/20;23:00:00;  25.2; 25.9;  24.6;  75.5; 79.2;  72.7;    0.0;    0.0;    0.1;    0.8;  311.6;   0.0;  20.6;   0.8
29/07/20;00:00:00;  24.8; 25.0;  24.5;  77.3; 79.4;  76.1;    0.0;    0.0;    0.1;    0.7;  194.5;   0.0;  20.5;   0.7
29/07/20;01:00:00;  25.0; 25.3;  24.7;  77.3; 79.0;  75.6;    0.0;    0.0;    0.1;    0.7;  212.9;   0.0;  20.7;   0.7
29/07/20;02:00:00;  24.8; 25.0;  24.6;  77.4; 78.5;  76.5;    0.0;    0.0;    0.4;    1.5;  227.7;   0.0;  20.6;   0.7
29/07/20;03:00:00;  24.6; 24.8;  24.5;  79.0; 79.8;  77.5;    0.0;    0.0;    0.7;    1.9;  188.7;   0.0;  20.7;   0.6
29/07/20;04:00:00;  24.3; 24.7;  24.0;  77.5; 79.2;  75.8;    0.0;    0.0;    0.3;    1.6;  173.9;   0.0;  20.1;   0.7
29/07/20;05:00:00;  24.2; 25.0;  23.9;  73.8; 76.1;  72.5;   28.9;   83.9;    0.2;    1.4;  174.3;   0.0;  19.3;   0.8
29/07/20;06:00:00;  26.3; 27.7;  24.9;  69.0; 72.6;  62.0;  174.9;  273.1;    0.2;    0.8;    4.7;   0.0;  20.2;   1.1
29/07/20;07:00:00;  28.7; 30.3;  27.6;  57.2; 63.8;  50.1;  376.8;  470.9;    0.6;    1.5;  350.1;   0.0;  19.3;   1.7
29/07/20;08:00:00;  30.7; 31.7;  29.8;  48.7; 52.3;  44.9;  568.6;  657.7;    0.7;    2.1;   14.3;   0.0;  18.7;   2.3
29/07/20;09:00:00;  32.5; 33.8;  31.6;  42.3; 46.4;  37.2;  728.4;  795.1;    0.9;    3.5;   61.7;   0.0;  18.0;   2.8
29/07/20;10:00:00;  34.1; 34.8;  32.9;  34.0; 40.3;  30.7;  851.7;  898.0;    1.1;    3.6;   93.3;   0.0;  16.0;   3.5
29/07/20;11:00:00;  36.2; 37.1;  34.4;  26.9; 32.0;  23.8;  926.7;  948.0;    1.6;    4.9;   30.4;   0.0;  14.1;   4.4
29/07/20;12:00:00;  36.6; 37.3;  35.8;  27.4; 30.7;  24.2;  938.8;  950.0;    1.9;    5.4;   46.6;   0.0;  14.8;   4.4
29/07/20;13:00:00;  36.6; 37.2;  36.1;  23.9; 26.2;  22.7;  901.3;  930.0;    2.0;    5.7;   62.7;   0.0;  12.7;   4.7
29/07/20;14:00:00;  36.8; 37.2;  36.1;  23.2; 25.1;  18.6;  804.4;  864.0;    2.0;    5.1;   55.0;   0.0;  12.4;   4.8
29/07/20;15:00:00;  36.0; 36.5;  35.6;  23.2; 25.7;  21.2;  663.2;  745.5;    2.1;    5.2;   58.2;   0.0;  11.8;   4.6
29/07/20;16:00:00;  34.6; 35.8;  33.0;  28.6; 31.8;  24.6;  469.3;  569.3;    1.7;    5.4;  109.1;   0.0;  13.7;   3.9
29/07/20;17:00:00;  32.3; 33.4;  30.9;  32.3; 35.4;  29.4;  189.8;  369.5;    1.5;    4.4;  118.0;   0.0;  13.6;   3.3
29/07/20;18:00:00;  30.2; 31.0;  29.4;  39.7; 44.1;  35.1;   30.0;   45.1;    1.2;    3.3;   65.9;   0.0;  14.9;   2.6
29/07/20;19:00:00;  28.9; 29.5;  28.4;  42.3; 44.5;  41.1;    2.6;   15.1;    0.5;    1.9;  131.7;   0.0;  14.9;   2.3
29/07/20;20:00:00;  28.3; 28.6;  27.8;  47.2; 48.5;  44.6;    0.0;    0.0;    1.2;    4.6;   52.2;   0.0;  16.0;   2.0
29/07/20;21:00:00;  28.0; 28.3;  27.4;  45.6; 51.5;  43.6;    0.0;    0.0;    1.3;    4.4;   44.3;   0.0;  15.2;   2.1
29/07/20;22:00:00;  27.3; 27.7;  26.6;  52.7; 56.2;  51.0;    0.0;    0.0;    0.9;    3.0;  135.6;   0.0;  16.8;   1.7
29/07/20;23:00:00;  25.9; 26.7;  25.0;  56.2; 59.7;  53.5;    0.0;    0.0;    0.3;    1.6;  160.7;   0.0;  16.6;   1.5
30/07/20;00:00:00;  25.4; 26.0;  25.0;  60.9; 63.3;  59.1;    0.0;    0.0;    0.5;    2.3;  196.3;   0.0;  17.3;   1.3
30/07/20;01:00:00;  25.1; 25.3;  24.6;  65.4; 68.4;  63.2;    0.0;    0.0;    0.4;    1.3;  176.5;   0.0;  18.1;   1.1
30/07/20;02:00:00;  24.2; 25.1;  23.4;  69.4; 72.1;  66.7;    0.0;    0.0;    0.4;    1.7;  178.1;   0.0;  18.3;   0.9
30/07/20;03:00:00;  24.4; 24.8;  24.1;  67.8; 69.4;  67.1;    0.0;    0.0;    0.7;    2.0;  200.9;   0.0;  18.1;   1.0
30/07/20;04:00:00;  24.7; 24.9;  24.4;  68.2; 69.9;  66.9;    0.0;    0.0;    0.2;    1.2;  187.5;   0.0;  18.5;   1.0
30/07/20;05:00:00;  24.9; 25.3;  24.5;  68.6; 69.9;  67.5;   15.0;   40.9;    0.3;    1.2;  188.7;   0.0;  18.7;   1.0
30/07/20;06:00:00;  25.5; 25.9;  25.1;  67.5; 69.0;  66.0;   89.1;  234.4;    0.4;    1.5;  323.0;   0.0;  19.1;   1.1
30/07/20;07:00:00;  27.4; 28.5;  25.8;  59.1; 66.0;  54.9;  341.8;  460.1;    0.5;    2.0;  269.7;   0.0;  18.6;   1.5
30/07/20;08:00:00;  30.0; 31.4;  28.2;  49.2; 56.0;  44.1;  552.4;  638.4;    0.7;    2.4;  339.4;   0.0;  18.2;   2.2
30/07/20;09:00:00;  32.2; 33.1;  31.1;  41.1; 45.7;  37.5;  713.7;  780.1;    0.9;    2.7;   22.3;   0.0;  17.3;   2.8
30/07/20;10:00:00;  33.5; 34.6;  32.6;  36.2; 40.5;  32.5;  837.8;  888.0;    1.0;    3.1;   40.9;   0.0;  16.4;   3.3
30/07/20;11:00:00;  35.2; 36.3;  34.0;  30.5; 34.1;  28.0;  910.2;  926.0;    1.3;    3.4;   43.3;   0.0;  15.3;   4.0
30/07/20;12:00:00;  37.4; 38.5;  36.2;  27.0; 29.5;  25.2;  919.3;  928.0;    1.7;    5.0;   32.7;   0.0;  15.2;   4.7
30/07/20;13:00:00;  36.7; 38.1;  35.7;  25.6; 28.1;  22.0;  880.5;  907.0;    2.7;    6.6;   58.2;   0.0;  13.8;   4.6
30/07/20;14:00:00;  36.7; 37.2;  36.1;  23.5; 25.4;  21.5;  782.8;  844.0;    2.1;    5.1;   58.3;   0.0;  12.6;   4.7
30/07/20;15:00:00;  36.4; 37.3;  35.1;  24.9; 28.7;  20.6;  642.4;  721.9;    2.0;    4.8;   74.0;   0.0;  13.1;   4.6
30/07/20;16:00:00;  35.1; 36.0;  34.1;  29.6; 31.8;  27.5;  417.7;  556.4;    1.2;    6.3;  117.5;   0.0;  14.8;   4.0
30/07/20;17:00:00;  32.3; 34.2;  30.9;  37.5; 45.3;  30.1;  111.5;  279.3;    1.6;    3.9;   42.7;   0.0;  15.8;   3.0
30/07/20;18:00:00;  30.7; 31.0;  30.4;  43.0; 47.8;  39.5;   56.5;  131.1;    1.4;    4.1;   77.0;   0.0;  16.7;   2.5
30/07/20;19:00:00;  30.4; 30.8;  30.0;  37.4; 41.1;  32.2;    2.3;   17.2;    0.9;    3.5;   79.0;   0.0;  14.2;   2.7
30/07/20;20:00:00;  29.2; 30.1;  28.6;  38.8; 40.8;  37.6;    0.0;    0.0;    0.4;    1.5;  203.4;   0.0;  13.8;   2.5
30/07/20;21:00:00;  28.0; 29.0;  26.7;  44.9; 54.9;  38.6;    0.0;    0.0;    0.3;    1.1;  127.5;   0.0;  14.9;   2.1
30/07/20;22:00:00;  26.3; 26.9;  25.5;  54.4; 57.0;  52.1;    0.0;    0.0;    0.2;    1.1;  169.8;   0.0;  16.3;   1.6
30/07/20;23:00:00;  25.4; 25.7;  25.0;  52.7; 53.5;  51.9;    0.0;    0.0;    0.5;    1.4;  180.0;   0.0;  15.0;   1.5
31/07/20;00:00:00;  24.9; 25.4;  24.3;  54.2; 57.2;  52.1;    0.0;    0.0;    0.4;    1.4;  184.4;   0.0;  15.0;   1.4
31/07/20;01:00:00;  24.6; 25.1;  24.2;  56.9; 58.5;  55.2;    0.0;    0.0;    0.5;    1.1;  182.0;   0.0;  15.5;   1.3
31/07/20;02:00:00;  24.1; 24.8;  23.1;  59.5; 64.6;  56.8;    0.0;    0.0;    0.3;    1.6;  111.0;   0.0;  15.7;   1.2
31/07/20;03:00:00;  23.3; 23.6;  23.0;  62.1; 65.1;  61.0;    0.0;    0.0;    0.3;    1.2;  176.0;   0.0;  15.6;   1.1
31/07/20;04:00:00;  22.9; 23.5;  22.4;  64.3; 66.1;  61.7;    0.0;    0.0;    0.1;    0.5;  182.3;   0.0;  15.8;   1.0
31/07/20;05:00:00;  22.5; 23.5;  21.8;  67.2; 69.7;  64.7;   30.7;   88.2;    0.0;    0.4;   78.0;   0.0;  16.1;   0.9
31/07/20;06:00:00;  25.8; 28.1;  23.5;  55.2; 64.8;  46.1;  181.2;  281.7;    0.1;    1.0;  201.3;   0.0;  16.1;   1.5
31/07/20;07:00:00;  29.5; 31.1;  28.0;  42.8; 47.7;  36.2;  383.3;  485.9;    0.4;    1.5;  334.4;   0.0;  15.5;   2.4
31/07/20;08:00:00;  32.5; 33.6;  30.9;  33.5; 38.0;  30.7;  579.2;  666.2;    0.7;    1.8;   19.8;   0.0;  14.3;   3.3
31/07/20;09:00:00;  34.4; 36.1;  33.1;  29.7; 33.1;  26.4;  738.9;  806.0;    0.8;    2.3;   52.7;   0.0;  14.2;   3.8
31/07/20;10:00:00;  37.0; 38.6;  35.5;  25.2; 28.9;  20.2;  855.8;  896.0;    1.0;    2.7;   19.7;   0.0;  13.8;   4.7
31/07/20;11:00:00;  38.3; 39.0;  37.2;  20.8; 22.7;  18.7;  915.5;  930.0;    1.3;    4.2;  167.2;   0.0;  11.9;   5.3
31/07/20;12:00:00;  38.7; 39.3;  38.0;  25.3; 27.9;  20.6;  921.8;  932.0;    1.4;    4.2;  135.8;   0.0;  15.3;   5.1
31/07/20;13:00:00;  38.3; 39.2;  37.5;  26.2; 28.0;  24.5;  871.7;  911.0;    1.7;    5.6;  111.9;   0.0;  15.6;   5.0
31/07/20;14:00:00;  38.6; 39.3;  38.1;  25.7; 27.8;  23.8;  760.4;  825.0;    1.6;    3.7;  106.0;   0.0;  15.5;   5.1
31/07/20;15:00:00;  38.3; 39.3;  37.5;  28.5; 31.5;  25.6;  609.7;  689.4;    1.6;    4.6;  166.9;   0.0;  16.8;   4.8
31/07/20;16:00:00;  36.8; 38.0;  35.8;  33.1; 34.9;  30.7;  422.9;  517.6;    1.9;    5.1;  174.4;   0.0;  17.9;   4.1
31/07/20;17:00:00;  35.5; 36.1;  35.2;  36.1; 38.2;  34.2;  220.4;  311.5;    1.7;    4.6;  179.2;   0.0;  18.2;   3.7
31/07/20;18:00:00;  34.4; 35.5;  32.4;  40.1; 45.9;  35.7;   60.1;  126.8;    0.7;    2.5;  332.3;   0.0;  18.9;   3.3
31/07/20;19:00:00;  30.8; 32.5;  29.4;  52.2; 59.0;  45.8;    1.2;   10.8;    0.5;    1.9;    1.0;   0.0;  19.8;   2.1
31/07/20;20:00:00;  28.7; 29.5;  28.1;  61.1; 62.8;  58.9;    0.0;    0.0;    0.2;    1.1;  339.4;   0.0;  20.5;   1.5
31/07/20;21:00:00;  28.4; 29.0;  27.8;  61.3; 62.9;  60.2;    0.0;    0.0;    0.3;    1.3;  260.6;   0.0;  20.3;   1.5
31/07/20;22:00:00;  27.1; 27.8;  26.4;  65.2; 67.9;  62.1;    0.0;    0.0;    0.0;    0.5;  330.9;   0.0;  20.0;   1.3
31/07/20;23:00:00;  26.7; 27.0;  26.2;  67.0; 68.2;  66.1;    0.0;    0.0;    0.2;    0.9;  175.7;   0.0;  20.1;   1.2
