,n_viajes
2020-09-15 00:00:00,70.992
2020-09-15 01:00:00,99.242
2020-09-15 02:00:00,61.483999999999995
2020-09-15 03:00:00,117.53899999999996
2020-09-15 04:00:00,59.712
2020-09-15 05:00:00,185.681
2020-09-15 06:00:00,267.314
2020-09-15 07:00:00,402.37400000000014
2020-09-15 08:00:00,255.52300000000008
2020-09-15 09:00:00,294.78400000000005
2020-09-15 10:00:00,334.9860000000001
2020-09-15 11:00:00,442.97899999999987
2020-09-15 12:00:00,704.0370000000001
2020-09-15 13:00:00,945.2750000000003
2020-09-15 14:00:00,1176.8150000000007
2020-09-15 15:00:00,864.2500000000003
2020-09-15 16:00:00,856.6500000000003
2020-09-15 17:00:00,1092.255
2020-09-15 18:00:00,1357.6500000000008
2020-09-15 19:00:00,1568.3790000000013
2020-09-15 20:00:00,1080.1460000000004
2020-09-15 21:00:00,627.9910000000002
2020-09-15 22:00:00,494.20100000000014
2020-09-15 23:00:00,167.41099999999997
2020-09-16 00:00:00,95.357
2020-09-16 01:00:00,41.92
2020-09-16 02:00:00,94.17200000000001
2020-09-16 03:00:00,93.331
2020-09-16 04:00:00,197.355
2020-09-16 05:00:00,276.987
2020-09-16 06:00:00,596.1430000000001
2020-09-16 07:00:00,877.2289999999999
2020-09-16 08:00:00,957.9550000000006
2020-09-16 09:00:00,623.1170000000002
2020-09-16 10:00:00,564.2240000000003
2020-09-16 11:00:00,505.221
2020-09-16 12:00:00,729.0490000000003
2020-09-16 13:00:00,957.2980000000003
2020-09-16 14:00:00,1116.4540000000006
2020-09-16 15:00:00,930.9440000000003
2020-09-16 16:00:00,695.797
2020-09-16 17:00:00,888.4240000000003
2020-09-16 18:00:00,1098.7770000000007
2020-09-16 19:00:00,824.7640000000004
2020-09-16 20:00:00,587.224
2020-09-16 21:00:00,546.3230000000002
2020-09-16 22:00:00,388.02099999999996
2020-09-16 23:00:00,112.531
2020-09-17 00:00:00,115.976
2020-09-17 01:00:00,107.119
2020-09-17 02:00:00,98.697
2020-09-17 03:00:00,68.34100000000001
2020-09-17 04:00:00,171.66099999999997
2020-09-17 05:00:00,170.60599999999997
2020-09-17 06:00:00,557.0089999999997
2020-09-17 07:00:00,780.8549999999997
2020-09-17 08:00:00,850.2819999999997
2020-09-17 09:00:00,563.0879999999999
2020-09-17 10:00:00,536.9009999999997
2020-09-17 11:00:00,453.4669999999999
2020-09-17 12:00:00,685.8919999999998
2020-09-17 13:00:00,952.9319999999992
2020-09-17 14:00:00,1005.8609999999992
2020-09-17 15:00:00,691.9689999999993
2020-09-17 16:00:00,797.3719999999997
2020-09-17 17:00:00,883.4709999999991
2020-09-17 18:00:00,826.885999999999
2020-09-17 19:00:00,790.8239999999995
2020-09-17 20:00:00,629.8769999999996
2020-09-17 21:00:00,617.4929999999998
2020-09-17 22:00:00,336.6949999999999
2020-09-17 23:00:00,80.202
2020-09-18 00:00:00,141.88299999999998
2020-09-18 01:00:00,81.35599999999998
2020-09-18 02:00:00,70.722
2020-09-18 03:00:00,109.07600000000001
2020-09-18 04:00:00,203.314
2020-09-18 05:00:00,168.74900000000002
2020-09-18 06:00:00,472.60600000000017
2020-09-18 07:00:00,742.2540000000004
2020-09-18 08:00:00,679.4710000000002
2020-09-18 09:00:00,589.276
2020-09-18 10:00:00,454.48800000000017
2020-09-18 11:00:00,613.5729999999999
2020-09-18 12:00:00,682.6539999999999
2020-09-18 13:00:00,904.7920000000003
2020-09-18 14:00:00,1160.8140000000005
2020-09-18 15:00:00,731.3350000000003
